trial_number,fold,train_row_count,filtered_train_row_count,validation_row_count,selected_feature_count,accuracy,precision,recall,f1,f1_weighted,roc_auc,param_colsample_bytree,param_eval_metric,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_n_jobs,param_objective,param_random_state,param_reg_alpha,param_reg_lambda,param_subsample,param_tree_method,param_verbosity
16,1,2227,1826,557,24,0.6570915619389587,0.5838509316770186,0.4311926605504587,0.496042216358839,0.6446020208531534,0.6553137939433303,0.601528196837165,logloss,0.7742146395937552,0.0249978944930409,5,5,500,-1,binary:logistic,73,4.014631024026706e-07,0.107946013330061,0.7307076882321467,hist,0
16,2,2227,1826,557,3,0.6140035906642729,0.5094339622641509,0.2488479262672811,0.3343653250773993,0.5747623169852046,0.565973163458932,0.601528196837165,logloss,0.7742146395937552,0.0249978944930409,5,5,500,-1,binary:logistic,73,4.014631024026706e-07,0.107946013330061,0.7307076882321467,hist,0
16,3,2227,1802,557,15,0.5960502692998204,0.4726027397260274,0.3179723502304147,0.3801652892561983,0.5756403710533529,0.5715641095147735,0.601528196837165,logloss,0.7742146395937552,0.0249978944930409,5,5,500,-1,binary:logistic,73,4.014631024026706e-07,0.107946013330061,0.7307076882321467,hist,0
16,4,2227,1828,557,8,0.5439856373429084,0.3741496598639456,0.2534562211981567,0.3021978021978022,0.5214187727293651,0.5138926538357278,0.601528196837165,logloss,0.7742146395937552,0.0249978944930409,5,5,500,-1,binary:logistic,73,4.014631024026706e-07,0.107946013330061,0.7307076882321467,hist,0
16,5,2228,1818,556,17,0.5755395683453237,0.4201680672268907,0.2304147465437788,0.2976190476190476,0.5404413582536033,0.5619672933404021,0.601528196837165,logloss,0.7742146395937552,0.0249978944930409,5,5,500,-1,binary:logistic,73,4.014631024026706e-07,0.107946013330061,0.7307076882321467,hist,0
17,1,2227,1826,557,24,0.6660682226211849,0.6126760563380281,0.3990825688073394,0.4833333333333333,0.647649321313656,0.6540689020594842,0.6680044594904417,logloss,2.269042809240669,0.0905343873414419,2,8,300,-1,binary:logistic,73,2.136308391342997e-07,0.2700361160992311,0.7452401166031214,hist,0
17,2,2227,1826,557,3,0.6265709156193896,0.5542168674698795,0.2119815668202765,0.3066666666666666,0.5739085453986711,0.5784087828679859,0.6680044594904417,logloss,2.269042809240669,0.0905343873414419,2,8,300,-1,binary:logistic,73,2.136308391342997e-07,0.2700361160992311,0.7452401166031214,hist,0
17,3,2227,1802,557,15,0.5906642728904847,0.4580152671755725,0.2764976958525346,0.3448275862068966,0.5630638093724839,0.5764028191921929,0.6680044594904417,logloss,2.269042809240669,0.0905343873414419,2,8,300,-1,binary:logistic,73,2.136308391342997e-07,0.2700361160992311,0.7452401166031214,hist,0
17,4,2227,1828,557,8,0.5888689407540395,0.4473684210526316,0.2350230414746544,0.3081570996978852,0.5519426066176616,0.5281241528869612,0.6680044594904417,logloss,2.269042809240669,0.0905343873414419,2,8,300,-1,binary:logistic,73,2.136308391342997e-07,0.2700361160992311,0.7452401166031214,hist,0
17,5,2228,1818,556,17,0.5755395683453237,0.4144144144144144,0.2119815668202765,0.2804878048780488,0.5356473656316361,0.5466606853989098,0.6680044594904417,logloss,2.269042809240669,0.0905343873414419,2,8,300,-1,binary:logistic,73,2.136308391342997e-07,0.2700361160992311,0.7452401166031214,hist,0
18,1,2227,1826,557,24,0.6319569120287253,0.5355191256830601,0.4495412844036697,0.4887780548628428,0.62492849688033,0.6491840545587398,0.7570530532554127,logloss,0.0994437528954474,0.182881263375972,6,5,400,-1,binary:logistic,73,2.2487352178613333e-08,1.183348379905889,0.6492179357813326,hist,0
